route_id,source_type,file,symbol,blueprint,method,path_template,path_expr,route_family,feature_gates,decorators,auth_mode,contract_test_id,go_owner_package,cutover_switch_id,rollback_switch_id,rollback_value,migration_status,notes
ROUTE-0107,resource,endpoints/api/repository.py,Repository,api_bp,PUT,/api/v1/repository/<apirepopath:repository>,/v1/repository/<apirepopath:repository>,api-v1,,,session-or-oauth2,CT-ROUTE-0107,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0108,resource,endpoints/api/logs.py,RepositoryAggregateLogs,api_bp,GET,/api/v1/repository/<apirepopath:repository>/aggregatelogs,/v1/repository/<apirepopath:repository>/aggregatelogs,api-v1,features.AGGREGATED_LOG_COUNT_RETRIEVAL,show_if,session-or-oauth2,CT-ROUTE-0108,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AGGREGATELOGS,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AGGREGATELOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0109,resource,endpoints/api/repoemail.py,RepositoryAuthorizedEmail,api_bp,GET,/api/v1/repository/<apirepopath:repository>/authorizedemail/<email>,/v1/repository/<apirepopath:repository>/authorizedemail/<email>,api-v1,features.MAILING,show_if,session-or-oauth2,CT-ROUTE-0109,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTHORIZEDEMAIL_EMAIL,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTHORIZEDEMAIL_EMAIL,python,planned,auth_mode inferred from decorators/path family
ROUTE-0110,resource,endpoints/api/repoemail.py,RepositoryAuthorizedEmail,api_bp,POST,/api/v1/repository/<apirepopath:repository>/authorizedemail/<email>,/v1/repository/<apirepopath:repository>/authorizedemail/<email>,api-v1,features.MAILING,show_if,session-or-oauth2,CT-ROUTE-0110,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTHORIZEDEMAIL_EMAIL,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTHORIZEDEMAIL_EMAIL,python,planned,auth_mode inferred from decorators/path family
ROUTE-0111,resource,endpoints/api/policy.py,RepositoryAutoPrunePolicies,api_bp,GET,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/,/v1/repository/<apirepopath:repository>/autoprunepolicy/,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0111,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0112,resource,endpoints/api/policy.py,RepositoryAutoPrunePolicies,api_bp,POST,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/,/v1/repository/<apirepopath:repository>/autoprunepolicy/,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0112,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0113,resource,endpoints/api/policy.py,RepositoryAutoPrunePolicy,api_bp,DELETE,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0113,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0114,resource,endpoints/api/policy.py,RepositoryAutoPrunePolicy,api_bp,GET,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0114,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0115,resource,endpoints/api/policy.py,RepositoryAutoPrunePolicy,api_bp,PUT,/api/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,/v1/repository/<apirepopath:repository>/autoprunepolicy/<policy_uuid>,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0115,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_AUTOPRUNEPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0116,resource,endpoints/api/build.py,RepositoryBuildList,api_bp,GET,/api/v1/repository/<apirepopath:repository>/build/,/v1/repository/<apirepopath:repository>/build/,api-v1,,,session-or-oauth2,CT-ROUTE-0116,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD,python,planned,auth_mode inferred from decorators/path family
ROUTE-0117,resource,endpoints/api/build.py,RepositoryBuildList,api_bp,POST,/api/v1/repository/<apirepopath:repository>/build/,/v1/repository/<apirepopath:repository>/build/,api-v1,,,session-or-oauth2,CT-ROUTE-0117,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD,python,planned,auth_mode inferred from decorators/path family
ROUTE-0118,resource,endpoints/api/build.py,RepositoryBuildResource,api_bp,DELETE,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>,/v1/repository/<apirepopath:repository>/build/<build_uuid>,api-v1,,,session-or-oauth2,CT-ROUTE-0118,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0119,resource,endpoints/api/build.py,RepositoryBuildResource,api_bp,GET,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>,/v1/repository/<apirepopath:repository>/build/<build_uuid>,api-v1,,,session-or-oauth2,CT-ROUTE-0119,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0120,resource,endpoints/api/build.py,RepositoryBuildLogs,api_bp,GET,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>/logs,/v1/repository/<apirepopath:repository>/build/<build_uuid>/logs,api-v1,,,session-or-oauth2,CT-ROUTE-0120,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID_LOGS,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID_LOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0121,resource,endpoints/api/build.py,RepositoryBuildStatus,api_bp,GET,/api/v1/repository/<apirepopath:repository>/build/<build_uuid>/status,/v1/repository/<apirepopath:repository>/build/<build_uuid>/status,api-v1,,,session-or-oauth2,CT-ROUTE-0121,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID_STATUS,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_BUILD_BUILD_UUID_STATUS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0122,resource,endpoints/api/repository.py,RepositoryStateResource,api_bp,PUT,/api/v1/repository/<apirepopath:repository>/changestate,/v1/repository/<apirepopath:repository>/changestate,api-v1,features.REPO_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0122,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGESTATE,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGESTATE,python,planned,auth_mode inferred from decorators/path family
ROUTE-0123,resource,endpoints/api/repository.py,RepositoryTrust,api_bp,POST,/api/v1/repository/<apirepopath:repository>/changetrust,/v1/repository/<apirepopath:repository>/changetrust,api-v1,,,session-or-oauth2,CT-ROUTE-0123,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGETRUST,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGETRUST,python,planned,auth_mode inferred from decorators/path family
ROUTE-0124,resource,endpoints/api/repository.py,RepositoryVisibility,api_bp,POST,/api/v1/repository/<apirepopath:repository>/changevisibility,/v1/repository/<apirepopath:repository>/changevisibility,api-v1,,,session-or-oauth2,CT-ROUTE-0124,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGEVISIBILITY,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_CHANGEVISIBILITY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0125,resource,endpoints/api/logs.py,ExportRepositoryLogs,api_bp,POST,/api/v1/repository/<apirepopath:repository>/exportlogs,/v1/repository/<apirepopath:repository>/exportlogs,api-v1,features.LOG_EXPORT,show_if,session-or-oauth2,CT-ROUTE-0125,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_EXPORTLOGS,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_EXPORTLOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0126,resource,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicies,api_bp,GET,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/,/v1/repository/<apirepopath:repository>/immutabilitypolicy/,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0126,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0127,resource,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicies,api_bp,POST,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/,/v1/repository/<apirepopath:repository>/immutabilitypolicy/,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0127,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0128,resource,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicy,api_bp,DELETE,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0128,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0129,resource,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicy,api_bp,GET,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0129,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0130,resource,endpoints/api/immutability_policy.py,RepositoryImmutabilityPolicy,api_bp,PUT,/api/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,/v1/repository/<apirepopath:repository>/immutabilitypolicy/<policy_uuid>,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0130,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_IMMUTABILITYPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0131,resource,endpoints/api/logs.py,RepositoryLogs,api_bp,GET,/api/v1/repository/<apirepopath:repository>/logs,/v1/repository/<apirepopath:repository>/logs,api-v1,,,session-or-oauth2,CT-ROUTE-0131,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_LOGS,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_LOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0132,resource,endpoints/api/mirror.py,RepoMirrorResource,api_bp,GET,/api/v1/repository/<apirepopath:repository>/mirror,/v1/repository/<apirepopath:repository>/mirror,api-v1,features.REPO_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0132,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0133,resource,endpoints/api/mirror.py,RepoMirrorResource,api_bp,POST,/api/v1/repository/<apirepopath:repository>/mirror,/v1/repository/<apirepopath:repository>/mirror,api-v1,features.REPO_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0133,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0134,resource,endpoints/api/mirror.py,RepoMirrorResource,api_bp,PUT,/api/v1/repository/<apirepopath:repository>/mirror,/v1/repository/<apirepopath:repository>/mirror,api-v1,features.REPO_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0134,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0135,resource,endpoints/api/mirror.py,RepoMirrorSyncCancelResource,api_bp,POST,/api/v1/repository/<apirepopath:repository>/mirror/sync-cancel,/v1/repository/<apirepopath:repository>/mirror/sync-cancel,api-v1,features.REPO_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0135,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR_SYNC_CANCEL,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR_SYNC_CANCEL,python,planned,auth_mode inferred from decorators/path family
ROUTE-0136,resource,endpoints/api/mirror.py,RepoMirrorSyncNowResource,api_bp,POST,/api/v1/repository/<apirepopath:repository>/mirror/sync-now,/v1/repository/<apirepopath:repository>/mirror/sync-now,api-v1,features.REPO_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0136,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR_SYNC_NOW,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_MIRROR_SYNC_NOW,python,planned,auth_mode inferred from decorators/path family
ROUTE-0137,resource,endpoints/api/repositorynotification.py,RepositoryNotificationList,api_bp,GET,/api/v1/repository/<apirepopath:repository>/notification/,/v1/repository/<apirepopath:repository>/notification/,api-v1,,,session-or-oauth2,CT-ROUTE-0137,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION,python,planned,auth_mode inferred from decorators/path family
ROUTE-0138,resource,endpoints/api/repositorynotification.py,RepositoryNotificationList,api_bp,POST,/api/v1/repository/<apirepopath:repository>/notification/,/v1/repository/<apirepopath:repository>/notification/,api-v1,,,session-or-oauth2,CT-ROUTE-0138,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION,python,planned,auth_mode inferred from decorators/path family
ROUTE-0139,resource,endpoints/api/repositorynotification.py,RepositoryNotification,api_bp,DELETE,/api/v1/repository/<apirepopath:repository>/notification/<uuid>,/v1/repository/<apirepopath:repository>/notification/<uuid>,api-v1,,,session-or-oauth2,CT-ROUTE-0139,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0140,resource,endpoints/api/repositorynotification.py,RepositoryNotification,api_bp,GET,/api/v1/repository/<apirepopath:repository>/notification/<uuid>,/v1/repository/<apirepopath:repository>/notification/<uuid>,api-v1,,,session-or-oauth2,CT-ROUTE-0140,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0141,resource,endpoints/api/repositorynotification.py,RepositoryNotification,api_bp,POST,/api/v1/repository/<apirepopath:repository>/notification/<uuid>,/v1/repository/<apirepopath:repository>/notification/<uuid>,api-v1,,,session-or-oauth2,CT-ROUTE-0141,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0142,resource,endpoints/api/repositorynotification.py,TestRepositoryNotification,api_bp,POST,/api/v1/repository/<apirepopath:repository>/notification/<uuid>/test,/v1/repository/<apirepopath:repository>/notification/<uuid>/test,api-v1,,,session-or-oauth2,CT-ROUTE-0142,api-service,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID_TEST,ROUTE_OWNER_API_V1_POST_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_NOTIFICATION_UUID_TEST,python,planned,auth_mode inferred from decorators/path family
ROUTE-0143,resource,endpoints/api/permission.py,RepositoryTeamPermissionList,api_bp,GET,/api/v1/repository/<apirepopath:repository>/permissions/team/,/v1/repository/<apirepopath:repository>/permissions/team/,api-v1,,,session-or-oauth2,CT-ROUTE-0143,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM,python,planned,auth_mode inferred from decorators/path family
ROUTE-0144,resource,endpoints/api/permission.py,RepositoryTeamPermission,api_bp,DELETE,/api/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,api-v1,,,session-or-oauth2,CT-ROUTE-0144,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0145,resource,endpoints/api/permission.py,RepositoryTeamPermission,api_bp,GET,/api/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,api-v1,,,session-or-oauth2,CT-ROUTE-0145,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0146,resource,endpoints/api/permission.py,RepositoryTeamPermission,api_bp,PUT,/api/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,/v1/repository/<apirepopath:repository>/permissions/team/<teamname>,api-v1,,,session-or-oauth2,CT-ROUTE-0146,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_TEAM_TEAMNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0147,resource,endpoints/api/permission.py,RepositoryUserPermissionList,api_bp,GET,/api/v1/repository/<apirepopath:repository>/permissions/user/,/v1/repository/<apirepopath:repository>/permissions/user/,api-v1,,,session-or-oauth2,CT-ROUTE-0147,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER,python,planned,auth_mode inferred from decorators/path family
ROUTE-0148,resource,endpoints/api/permission.py,RepositoryUserPermission,api_bp,DELETE,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>,/v1/repository/<apirepopath:repository>/permissions/user/<username>,api-v1,,,session-or-oauth2,CT-ROUTE-0148,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME,ROUTE_OWNER_API_V1_DELETE_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0149,resource,endpoints/api/permission.py,RepositoryUserPermission,api_bp,GET,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>,/v1/repository/<apirepopath:repository>/permissions/user/<username>,api-v1,,,session-or-oauth2,CT-ROUTE-0149,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0150,resource,endpoints/api/permission.py,RepositoryUserPermission,api_bp,PUT,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>,/v1/repository/<apirepopath:repository>/permissions/user/<username>,api-v1,,,session-or-oauth2,CT-ROUTE-0150,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME,ROUTE_OWNER_API_V1_PUT_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0151,resource,endpoints/api/permission.py,RepositoryUserTransitivePermission,api_bp,GET,/api/v1/repository/<apirepopath:repository>/permissions/user/<username>/transitive,/v1/repository/<apirepopath:repository>/permissions/user/<username>/transitive,api-v1,,,session-or-oauth2,CT-ROUTE-0151,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME_TRANSITIVE,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_PERMISSIONS_USER_USERNAME_TRANSITIVE,python,planned,auth_mode inferred from decorators/path family
ROUTE-0152,resource,endpoints/api/signing.py,RepositorySignatures,api_bp,GET,/api/v1/repository/<apirepopath:repository>/signatures,/v1/repository/<apirepopath:repository>/signatures,api-v1,features.SIGNING,show_if,session-or-oauth2,CT-ROUTE-0152,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_SIGNATURES,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_SIGNATURES,python,planned,auth_mode inferred from decorators/path family
ROUTE-0153,resource,endpoints/api/tag.py,ListRepositoryTags,api_bp,GET,/api/v1/repository/<apirepopath:repository>/tag/,/v1/repository/<apirepopath:repository>/tag/,api-v1,,,session-or-oauth2,CT-ROUTE-0153,api-service,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_TAG,ROUTE_OWNER_API_V1_GET_API_V1_REPOSITORY_APIREPOPATH_REPOSITORY_TAG,python,planned,auth_mode inferred from decorators/path family
